NF;Série;CD;CIA;Emissão;Cód. do cliente;Cliente;Código do vendedor;Vendedor;Trecho atual;Transportadora;Valor do frete;Peso;Valor da NF;Volume;Embarque;Romaneio;Data de entrega;Data de baixa;Telefone;Previsão de entrega;Limite de entrega;Status
1429921;4;CD01;CD01;19/04/2024 00:00;1027304;FAVETTA E CIA LTDA ;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;15,667;255,39;3;19/04/2024 21:27;424048;;09/05/2024;Baixado pelo usuário LSDOMINGOS;26/04/2024 23:30;29/04/2024 00:30;Baixada
1429920;4;CD01;CD01;19/04/2024 00:00;1007940;D. LEONELLO E CIA LTDA EPP ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;3,394;60,07;1;19/04/2024 21:27;424048;23/04/2024 11:19;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;25/04/2024 23:30;26/04/2024 00:30;Entregue com ocorrência
1429434;4;CD01;CD01;17/04/2024 00:00;1047167;FORT ALIMENTOS LTDA;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;234,77;7.287,73;30;17/04/2024 20:50;423119;23/04/2024 11:26;23/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429433;4;CD01;CD01;17/04/2024 00:00;1045713;GRILO ATACAREJO LTDA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;170,896;4.235,83;68;17/04/2024 20:50;423119;02/05/2024 12:29;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429432;4;CD01;CD01;17/04/2024 00:00;1039766;S&S SUPERMERCADOS LTDA;709;Silva - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;218,754;4.775,98;44;17/04/2024 20:50;423119;22/04/2024 10:03;23/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429431;4;CD01;CD01;17/04/2024 00:00;1038855;B A BARBOSA SUPERMERCADO LTDA;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;158,55;2.691,95;34;17/04/2024 20:50;423119;22/04/2024 10:37;23/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429430;4;CD01;CD01;17/04/2024 00:00;1038776;SOLDIE COMERCIO DE PRODUTOS ALIMENT LTDA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;515,64;7.654,87;40;17/04/2024 20:50;423119;19/04/2024 14:01;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429429;4;CD01;CD01;17/04/2024 00:00;1038776;SOLDIE COMERCIO DE PRODUTOS ALIMENT LTDA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;1.600,20;14.579,03;150;17/04/2024 20:50;423119;19/04/2024 14:00;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429428;4;CD01;CD01;17/04/2024 00:00;1038322;J L DAOLIO E CIA LT;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;8,446;193,6;2;17/04/2024 20:50;423119;22/04/2024 11:29;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue sem ocorrência
1429427;4;CD01;CD01;17/04/2024 00:00;1036325;SOLDIE COMERCIO DE PRODUTOS ALIMENT LTDA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;235,723;3.499,08;27;17/04/2024 20:50;423119;19/04/2024 12:41;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429426;4;CD01;CD01;17/04/2024 00:00;1036287;ARMAZEM SOROCABANO EIRELI ;647;Danilo - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;52,521;1.139,89;10;17/04/2024 20:50;423119;22/04/2024 11:28;23/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429425;4;CD01;CD01;17/04/2024 00:00;1034592;CND 27 COMERCIO DE UTILIDADES LTDA ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;572,889;9.433,95;78;17/04/2024 20:50;423119;23/04/2024 12:05;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;23/04/2024 23:30;22/04/2024 23:59;Entregue sem ocorrência
1429424;4;CD01;CD01;17/04/2024 00:00;1033987;PUSH PUSH - COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;215;Silvio - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;195,993;2.603,22;19;17/04/2024 20:50;423119;22/04/2024 09:53;23/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429423;4;CD01;CD01;17/04/2024 00:00;1033741;SOLDIE COMERCIO DE PRODUTOS ALIMENT LTDA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;156,605;2.376,44;21;17/04/2024 20:50;423119;19/04/2024 14:55;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429422;4;CD01;CD01;17/04/2024 00:00;1033040;SOLDIE ZONA LESTE COMERCIO DE PRODU ALIMENTICIOS LTDA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;98,22;1.494,56;14;17/04/2024 20:50;423119;19/04/2024 14:54;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429421;4;CD01;CD01;17/04/2024 00:00;1033039;SODIE COMERCIO DE PRODUTOS ALIMENTI LTDA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;90,807;1.783,23;20;17/04/2024 20:50;423119;19/04/2024 14:41;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429420;4;CD01;CD01;17/04/2024 00:00;1032616;REDE DE DISTRIBUICAO ZEFERINO LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;576,716;10.017,48;70;17/04/2024 20:50;423119;23/04/2024 11:56;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;23/04/2024 23:30;23/04/2024 23:59;Entregue com ocorrência
1429419;4;CD01;CD01;17/04/2024 00:00;1029887;B A BARBOSA SUPERMERCADO LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;236,747;3.914,95;48;17/04/2024 20:50;423119;22/04/2024 10:32;23/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429418;4;CD01;CD01;17/04/2024 00:00;1028038;CND 27 COMERCIO DE UTILIDADES LTDA ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;438,699;6.871,08;59;17/04/2024 20:50;423119;23/04/2024 12:02;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;23/04/2024 23:30;22/04/2024 23:59;Entregue sem ocorrência
1429417;4;CD01;CD01;17/04/2024 00:00;1027401;SAVEGNAGO SUPERMERCADOS LTDA ;693;RICARDO/RIB.PRETO;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;157,338;2.690,22;19;17/04/2024 20:50;423119;23/04/2024 12:00;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;23/04/2024 23:59;Entregue com ocorrência
1429416;4;CD01;CD01;17/04/2024 00:00;1027401;SAVEGNAGO SUPERMERCADOS LTDA ;693;RICARDO/RIB.PRETO;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;561,7;9.774,55;111;17/04/2024 20:50;423119;23/04/2024 11:57;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;23/04/2024 23:59;Entregue com ocorrência
1429415;4;CD01;CD01;17/04/2024 00:00;1027401;SAVEGNAGO SUPERMERCADOS LTDA ;693;RICARDO/RIB.PRETO;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;52,638;906,56;7;17/04/2024 20:50;423119;23/04/2024 11:59;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;23/04/2024 23:59;Entregue com ocorrência
1429414;4;CD01;CD01;17/04/2024 00:00;1026783;SIQUEIRA E SIQUEIRA CEZAR UTILIDADE LTDA;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;19,475;343,7;3;17/04/2024 20:50;423119;22/04/2024 11:33;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue sem ocorrência
1429413;4;CD01;CD01;17/04/2024 00:00;1026755;FAVETTA E CIA LTDA ;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;66,527;1.366,51;16;17/04/2024 20:50;423119;19/04/2024 11:12;02/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429412;4;CD01;CD01;17/04/2024 00:00;1026155;ART E MAGIA ARTIGOS PARA FESTAS LTD ;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;132,719;1.966,21;15;17/04/2024 20:50;423119;19/04/2024 12:37;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429411;4;CD01;CD01;17/04/2024 00:00;1024401;SUPERMERCADO SILVESTRE LTDA ;709;Silva - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;241,785;5.023,91;45;17/04/2024 20:50;423119;19/04/2024 13:58;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429410;4;CD01;CD01;17/04/2024 00:00;1024400;SUPERMERCADO SILVESTRE LTDA ;709;Silva - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;233,098;5.098,37;46;17/04/2024 20:50;423119;22/04/2024 07:15;23/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429409;4;CD01;CD01;17/04/2024 00:00;1021833;PIRUETA COMERCIAL LTDA ;205;Dorival - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;302,998;3.458,03;30;17/04/2024 20:50;423119;23/04/2024 11:55;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;23/04/2024 23:30;23/04/2024 23:59;Entregue com ocorrência
1429408;4;CD01;CD01;17/04/2024 00:00;1020787;NATALIE MINELLO T. FERREIRA ;647;Danilo - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;144,71;3.086,98;41;17/04/2024 20:50;423119;22/04/2024 10:38;23/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429407;4;CD01;CD01;17/04/2024 00:00;1019393;SUPERMERCADO CIAMDRIGHI LDTA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;52,715;996,95;9;17/04/2024 20:50;423119;22/04/2024 09:48;23/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429406;4;CD01;CD01;17/04/2024 00:00;1019322;VANDA LUCIA MENDES COSTA ME ;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;1.817,72;20.868,22;155;17/04/2024 20:50;423119;19/04/2024 12:43;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429405;4;CD01;CD01;17/04/2024 00:00;1017378;LEOMI MINIMERCADO LTDA ;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;33,751;635,44;4;17/04/2024 20:50;423119;;27/04/2024;Baixado pelo usuário SMOCARVALHO;24/04/2024 23:30;25/04/2024 00:30;Retorno total
1429404;4;CD01;CD01;17/04/2024 00:00;1016719;B A BARBOSA SUPERMERCADO LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;324,724;5.215,66;65;17/04/2024 20:50;423119;23/04/2024 11:10;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429403;4;CD01;CD01;17/04/2024 00:00;1009918;SM. BIG BOM LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;8,446;189,49;2;17/04/2024 20:50;423119;19/04/2024 12:38;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429402;4;CD01;CD01;17/04/2024 00:00;1009897;SANTO COM E IMP PRODUTOS ALIMENTICI LTDA.;709;Silva - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;485,986;11.395,53;176;17/04/2024 20:50;423119;25/04/2024 15:47;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;22/04/2024 23:59;Entregue com ocorrência
1429401;4;CD01;CD01;17/04/2024 00:00;1009896;SANTO COMERCIO E IMP PROD ALIMENTIC LTDA;709;Silva - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;263,791;5.569,25;82;17/04/2024 20:50;423119;22/04/2024 11:29;23/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;22/04/2024 23:59;Entregue com ocorrência
1429400;4;CD01;CD01;17/04/2024 00:00;1008558;DICID WANEL VILLE DOCES LTDA - EPP ;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;669,02;8.469,30;70;17/04/2024 20:50;423119;19/04/2024 12:42;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429399;4;CD01;CD01;17/04/2024 00:00;1008351;DICID GENERAL DOCES LTDA - ME ;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;611,281;8.148,53;72;17/04/2024 20:50;423119;19/04/2024 12:40;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429398;4;CD01;CD01;17/04/2024 00:00;1008316;CAROLVIVIAN ART.PARA FESTA LTDA EPP ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;437,364;6.636,91;47;17/04/2024 20:50;423119;19/04/2024 12:36;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;23/04/2024 23:30;24/04/2024 00:30;Entregue com ocorrência
1429397;4;CD01;CD01;17/04/2024 00:00;1005008;GUILHERME A. KL. GUNNEWIEK CIA LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;84,902;1.655,65;18;17/04/2024 20:50;423119;23/04/2024 11:27;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429396;4;CD01;CD01;17/04/2024 00:00;1004592;DPAE DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS E DE EPOCA LTDA ME;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;370,012;6.492,50;43;17/04/2024 20:50;423119;19/04/2024 12:44;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429395;4;CD01;CD01;17/04/2024 00:00;1003489;SM. CIAMDRIGHI LTDA SM. CIAMDRIGHI;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;45,878;978,61;10;17/04/2024 20:50;423119;22/04/2024 09:50;23/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429394;4;CD01;CD01;17/04/2024 00:00;1002302;CND 27 COM. DE UTIL. LTDA EPP ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;611,693;9.337,16;72;17/04/2024 20:50;423119;23/04/2024 12:13;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;23/04/2024 23:30;22/04/2024 23:59;Entregue sem ocorrência
1429393;4;CD01;CD01;17/04/2024 00:00;1000496;B.A. BARBOSA SM. LTDA SM. GUARANI;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;324,738;5.923,49;67;17/04/2024 20:50;423119;22/04/2024 10:06;23/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429392;4;CD01;CD01;17/04/2024 00:00;1045713;GRILO ATACAREJO LTDA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;6,61;117,32;2;17/04/2024 20:50;423119;06/05/2024 12:31;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue sem ocorrência
1429391;4;CD01;CD01;17/04/2024 00:00;1039766;S&S SUPERMERCADOS LTDA;709;Silva - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;4,44;77,06;1;17/04/2024 20:50;423119;22/04/2024 09:54;23/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429390;4;CD01;CD01;17/04/2024 00:00;1026755;FAVETTA E CIA LTDA ;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;1,154;38,82;1;17/04/2024 20:50;423119;19/04/2024 15:34;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429389;4;CD01;CD01;17/04/2024 00:00;1024401;SUPERMERCADO SILVESTRE LTDA ;709;Silva - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;3,995;68,64;1;17/04/2024 20:50;423119;19/04/2024 13:57;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429388;4;CD01;CD01;17/04/2024 00:00;1024400;SUPERMERCADO SILVESTRE LTDA ;709;Silva - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;4,44;77,06;1;17/04/2024 20:50;423119;22/04/2024 10:05;23/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;24/04/2024 23:30;25/04/2024 00:30;Entregue com ocorrência
1429001;4;CD01;CD01;13/04/2024 00:00;1047982;PEDRO HENRIQUE TEIXEIRA PIRES;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;170,716;2.360,12;22;13/04/2024 15:37;423118;17/04/2024 09:59;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1429000;4;CD01;CD01;13/04/2024 00:00;1047803;JUCA DOCES & FESTAS LTDA;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;2.268,85;25.559,99;209;13/04/2024 15:37;423118;17/04/2024 09:43;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428999;4;CD01;CD01;13/04/2024 00:00;1047122;JP COMERCIO DE DOCES LTDA;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;31,866;483,04;3;13/04/2024 15:37;423118;17/04/2024 09:33;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;19/04/2024 23:30;19/04/2024 23:30;Entregue com ocorrência
1428998;4;CD01;CD01;13/04/2024 00:00;1045714;GRILO ATACAREJO LTDA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;174,706;4.312,93;77;13/04/2024 15:37;423118;02/05/2024 14:31;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428997;4;CD01;CD01;13/04/2024 00:00;1045712;GRILO ATACAREJO LTDA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;198,531;4.892,58;80;13/04/2024 15:37;423118;17/04/2024 09:39;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428996;4;CD01;CD01;13/04/2024 00:00;1040919;POUPE SUPERMERCADOS LTDA;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;123,888;2.551,64;25;13/04/2024 15:37;423118;17/04/2024 09:57;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428995;4;CD01;CD01;13/04/2024 00:00;1040439;W DE JESUS PASSOS OLIVEIRA;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;106,744;1.614,33;13;13/04/2024 15:37;423118;17/04/2024 11:10;02/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428994;4;CD01;CD01;13/04/2024 00:00;1038310;BERTOLINI EMBALAGENS EIRELI;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;219,645;2.835,11;20;13/04/2024 15:37;423118;17/04/2024 09:31;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428993;4;CD01;CD01;13/04/2024 00:00;1034287;S. A SERRANO SUPERMERCADO EIRELI ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;69,028;1.402,64;13;13/04/2024 15:37;423118;17/04/2024 09:41;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;19/04/2024 23:30;19/04/2024 23:30;Entregue com ocorrência
1428992;4;CD01;CD01;13/04/2024 00:00;1031405;O. B. DE SOUZA & CIA LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;42,021;846,95;9;13/04/2024 15:37;423118;17/04/2024 09:47;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;19/04/2024 23:30;19/04/2024 23:30;Entregue com ocorrência
1428991;4;CD01;CD01;13/04/2024 00:00;1031404;SUPERMERCADO IRMAOS SOUZA LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;22,517;572,57;5;13/04/2024 15:37;423118;17/04/2024 09:46;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;19/04/2024 23:30;19/04/2024 23:30;Entregue com ocorrência
1428990;4;CD01;CD01;13/04/2024 00:00;1031077;ACESSE COMERCIO DE ARTIGOS PARA FESTAS EIRELI;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;357,301;4.007,25;36;13/04/2024 15:37;423118;17/04/2024 09:46;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428989;4;CD01;CD01;13/04/2024 00:00;1030598;SUPERMERCADO NAKAMITSU LT ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;10,577;190,59;3;13/04/2024 15:37;423118;17/04/2024 09:10;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;19/04/2024 23:30;19/04/2024 23:30;Entregue com ocorrência
1428988;4;CD01;CD01;13/04/2024 00:00;1029444;CARLINHOS DISTRIBUIDORA DE PRODUTOS LTDA;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;206,541;3.542,27;31;13/04/2024 15:37;423118;17/04/2024 09:30;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;19/04/2024 23:30;19/04/2024 23:30;Entregue com ocorrência
1428987;4;CD01;CD01;13/04/2024 00:00;1029013;SILVA & JANIZELO INDUSTRIA E COMERC DE DOCES EIRELI ME;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;227,628;2.907,56;23;13/04/2024 15:37;423118;17/04/2024 13:53;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428986;4;CD01;CD01;13/04/2024 00:00;1026711;LUCAS HENRIQUE TEIXEIRA PIRES LOJA DE VARIEDADES ME;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;95,849;1.476,47;16;13/04/2024 15:37;423118;17/04/2024 09:37;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;19/04/2024 23:30;19/04/2024 23:30;Entregue com ocorrência
1428985;4;CD01;CD01;13/04/2024 00:00;1015027;B A BARBOSA LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;182,301;3.022,76;41;13/04/2024 15:37;423118;17/04/2024 09:57;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;19/04/2024 23:30;19/04/2024 23:30;Entregue com ocorrência
